CustomerID,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance,AutoRenewalEnabled,PaymentMethod,PaymentFailures,CustomerSupportTickets,IssueResolutionTime,ComplaintSeverity,RefundRequests,MobileAppUsage,WebPortalUsage,AvgSessionDuration,DeviceType,CompetitorWebsiteVisits,ChurnedFriends,MarketSentimentScore,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15762882.0,750.0,10.0,Yes,3988.0,True,PayPal,2.0,30.0,2.0,Low,1.0,390.0,1.0,35.0,Mobile,40,5.0,Neutral,4289.0,Manna,577.0,Germany,Female,31.0,4.0,6121118.0,1.0,1.0,1.0,14525043.0,0.0
15733261.0,750.0,10.0,Yes,3988.0,False,Credit Card,0.0,30.0,45.0,Medium,3.0,370.0,0.0,25.0,Desktop,70,5.0,Neutral,4556.0,Kung,688.0,Spain,Female,35.0,6.0,0.0,1.0,1.0,0.0,2548843.0,0.0
15624596.0,750.0,10.0,Yes,3988.0,True,PayPal,5.0,10.0,69.0,Low,1.0,220.0,4.0,45.0,Desktop,80,0.0,Negative,4848.0,Trentini,534.0,France,Female,23.0,5.0,10482245.0,1.0,0.0,1.0,16017647.0,0.0
15718454.0,750.0,10.0,Yes,3988.0,True,Bank Transfer,2.0,40.0,3.0,Low,1.0,350.0,7.0,20.0,Tablet,20,2.0,Negative,5044.0,Cheng,712.0,Spain,Female,44.0,2.0,0.0,2.0,0.0,0.0,4573894.0,0.0
15746028.0,750.0,10.0,Yes,3988.0,False,PayPal,1.0,10.0,33.0,Medium,3.0,410.0,7.0,31.0,Mobile,40,5.0,Neutral,5431.0,Chu,714.0,France,Female,24.0,7.0,0.0,2.0,1.0,0.0,1663350.0,0.0
15651737.0,750.0,10.0,Yes,3988.0,False,Bank Transfer,0.0,30.0,47.0,High,3.0,170.0,24.0,47.0,Desktop,70,4.0,Negative,5772.0,Salmond,623.0,Spain,Male,44.0,1.0,8332577.0,1.0,0.0,1.0,8082878.0,0.0
15603880.0,750.0,10.0,Yes,3988.0,False,Credit Card,0.0,20.0,45.0,Low,0.0,10.0,23.0,54.0,Tablet,20,3.0,Neutral,6084.0,Morgan,519.0,Germany,Male,38.0,1.0,11414164.0,1.0,1.0,1.0,6098821.0,0.0
15589437.0,750.0,10.0,Yes,3988.0,False,Bank Transfer,0.0,40.0,72.0,Low,3.0,60.0,12.0,54.0,Desktop,100,0.0,Neutral,6239.0,Lu,466.0,France,Male,26.0,3.0,15681571.0,1.0,1.0,1.0,13747609.0,0.0
15723318.0,750.0,10.0,Yes,3988.0,True,Credit Card,4.0,0.0,52.0,High,1.0,500.0,23.0,12.0,Desktop,60,4.0,Positive,6735.0,Mactier,619.0,France,Female,55.0,0.0,0.0,3.0,0.0,0.0,6081064.0,0.0
15693752.0,750.0,10.0,Yes,3988.0,False,Credit Card,4.0,30.0,53.0,Low,3.0,490.0,7.0,44.0,Tablet,90,2.0,Neutral,6781.0,Reed,487.0,France,Male,37.0,2.0,0.0,2.0,1.0,1.0,12672257.0,0.0
15766183.0,750.0,10.0,Yes,3988.0,False,Credit Card,3.0,10.0,47.0,Medium,2.0,160.0,6.0,45.0,Desktop,10,1.0,Neutral,7064.0,Ferguson,580.0,Germany,Male,37.0,2.0,13033484.0,2.0,1.0,1.0,5167208.0,0.0
15762045.0,750.0,10.0,Yes,3988.0,False,PayPal,1.0,30.0,58.0,High,3.0,490.0,7.0,44.0,Tablet,10,2.0,Negative,7320.0,Gilchrist,474.0,Germany,Female,37.0,5.0,14268857.0,2.0,1.0,1.0,11095333.0,0.0
15649101.0,750.0,10.0,Yes,3988.0,True,PayPal,2.0,30.0,1.0,Medium,3.0,240.0,3.0,30.0,Mobile,20,0.0,Neutral,7580.0,Reeves,601.0,France,Male,40.0,10.0,12784786.0,1.0,0.0,0.0,17324568.0,0.0
15585287.0,750.0,10.0,Yes,3988.0,True,PayPal,5.0,30.0,19.0,Medium,2.0,500.0,12.0,57.0,Tablet,10,1.0,Negative,7749.0,Sal,842.0,Germany,Female,35.0,9.0,11994809.0,1.0,1.0,0.0,4821797.0,0.0
15759555.0,750.0,10.0,Yes,3988.0,True,PayPal,1.0,30.0,11.0,Medium,0.0,390.0,0.0,24.0,Mobile,20,5.0,Neutral,8017.0,Murphy,569.0,Spain,Male,41.0,2.0,0.0,2.0,1.0,0.0,13427257.0,0.0
15792489.0,750.0,10.0,Yes,3988.0,True,PayPal,1.0,0.0,56.0,High,3.0,260.0,0.0,60.0,Mobile,80,2.0,Negative,8035.0,Polyakova,622.0,Spain,Male,42.0,9.0,0.0,2.0,1.0,0.0,11912706.0,0.0
15748882.0,750.0,10.0,Yes,3988.0,False,Credit Card,2.0,30.0,63.0,Low,0.0,80.0,0.0,48.0,Mobile,100,4.0,Neutral,8065.0,Reid,714.0,Spain,Male,29.0,9.0,0.0,2.0,1.0,0.0,12919255.0,0.0
15815656.0,750.0,10.0,Yes,3988.0,False,PayPal,5.0,30.0,18.0,Low,1.0,100.0,28.0,38.0,Mobile,70,0.0,Negative,8089.0,Hopkins,541.0,Germany,Female,39.0,9.0,10011667.0,1.0,1.0,1.0,1998081.0,0.0
15588859.0,750.0,10.0,Yes,3988.0,False,Bank Transfer,0.0,20.0,9.0,High,1.0,90.0,3.0,24.0,Mobile,80,5.0,Neutral,8172.0,Rowley,496.0,Spain,Female,44.0,0.0,17935628.0,2.0,1.0,0.0,291921.0,0.0
15613292.0,750.0,10.0,Yes,3988.0,True,Bank Transfer,2.0,20.0,41.0,High,3.0,140.0,24.0,49.0,Desktop,40,5.0,Neutral,8190.0,Cheng,715.0,France,Male,21.0,8.0,0.0,2.0,1.0,0.0,6866663.0,0.0
15806546.0,750.0,10.0,Yes,3988.0,True,PayPal,0.0,30.0,65.0,High,0.0,60.0,20.0,44.0,Tablet,50,3.0,Negative,8549.0,Lucas,517.0,Spain,Male,46.0,4.0,0.0,1.0,1.0,0.0,2237278.0,0.0
15626383.0,750.0,10.0,Yes,3988.0,False,PayPal,0.0,30.0,55.0,High,3.0,120.0,1.0,30.0,Desktop,60,1.0,Negative,9015.0,Tang,596.0,Spain,Male,60.0,7.0,12190797.0,1.0,0.0,1.0,3031404.0,0.0
15766355.0,750.0,10.0,Yes,3988.0,False,PayPal,2.0,0.0,47.0,Medium,3.0,420.0,8.0,37.0,Mobile,90,3.0,Negative,9317.0,Lettiere,550.0,Germany,Male,49.0,0.0,10880696.0,3.0,1.0,0.0,6144692.0,0.0
15640407.0,750.0,10.0,Yes,3988.0,False,Credit Card,5.0,50.0,44.0,Medium,1.0,250.0,19.0,44.0,Desktop,80,1.0,Positive,9580.0,Chidiegwu,821.0,Germany,Male,45.0,0.0,13582733.0,2.0,1.0,1.0,13177858.0,0.0
15619699.0,750.0,10.0,Yes,3988.0,False,PayPal,3.0,40.0,2.0,Medium,0.0,270.0,13.0,37.0,Mobile,80,0.0,Positive,9819.0,Yeh,558.0,France,Male,31.0,7.0,0.0,1.0,1.0,0.0,19826908.0,0.0
15687385.0,750.0,10.0,Yes,3988.0,False,PayPal,5.0,40.0,3.0,Low,1.0,240.0,3.0,30.0,Mobile,60,3.0,Negative,9840.0,McDowell,484.0,France,Male,41.0,5.0,0.0,1.0,1.0,1.0,7426735.0,0.0
15768193.0,810.0,4.0,Yes,4430.0,True,Bank Transfer,1.0,50.0,36.0,High,0.0,50.0,17.0,47.0,Desktop,50,1.0,Positive,52.0,Trevisani,585.0,Germany,Male,36.0,5.0,14605097.0,2.0,0.0,0.0,8642457.0,0.0
15575492.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,3.0,0.0,67.0,Low,2.0,250.0,19.0,44.0,Desktop,50,1.0,Positive,129.0,Kennedy,828.0,France,Female,41.0,7.0,0.0,2.0,1.0,0.0,17137877.0,0.0
15669516.0,810.0,4.0,Yes,4430.0,False,Credit Card,4.0,10.0,16.0,Medium,2.0,120.0,6.0,52.0,Desktop,40,4.0,Negative,699.0,Steele,746.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,1643656.0,0.0
15575409.0,810.0,4.0,Yes,4430.0,False,PayPal,3.0,30.0,6.0,Medium,0.0,330.0,7.0,25.0,Mobile,50,0.0,Neutral,1657.0,Rozhkova,581.0,Germany,Male,31.0,6.0,11689172.0,1.0,1.0,0.0,1071373.0,0.0
15777922.0,810.0,4.0,Yes,4430.0,True,Bank Transfer,1.0,20.0,32.0,Medium,1.0,490.0,7.0,44.0,Tablet,90,4.0,Positive,1794.0,Afamefuna,629.0,Spain,Male,36.0,1.0,16175787.0,2.0,1.0,1.0,14637172.0,0.0
15671930.0,810.0,4.0,Yes,4430.0,False,Credit Card,0.0,20.0,4.0,Low,2.0,40.0,29.0,7.0,Tablet,90,3.0,Negative,1970.0,H,717.0,France,Female,36.0,5.0,0.0,2.0,1.0,1.0,1455516.0,0.0
15627484.0,810.0,4.0,Yes,4430.0,False,PayPal,2.0,30.0,58.0,High,3.0,110.0,0.0,57.0,Tablet,00,3.0,Positive,2217.0,Obielumani,686.0,France,Female,47.0,5.0,11332893.0,1.0,1.0,0.0,1241709.0,0.0
15587735.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,4.0,40.0,69.0,Low,0.0,450.0,5.0,6.0,Tablet,90,1.0,Positive,2485.0,Chukwuebuka,850.0,France,Male,39.0,6.0,9686313.0,1.0,1.0,1.0,12168119.0,0.0
15789863.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,4.0,10.0,31.0,Low,0.0,50.0,23.0,44.0,Mobile,70,4.0,Positive,3006.0,Kazakova,683.0,France,Male,39.0,4.0,0.0,2.0,1.0,0.0,17171681.0,0.0
15713912.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,4.0,40.0,67.0,Medium,3.0,100.0,26.0,58.0,Mobile,40,4.0,Neutral,3188.0,Nebechukwu,516.0,Spain,Female,45.0,8.0,1090443.0,1.0,0.0,1.0,11581816.0,0.0
15707199.0,810.0,4.0,Yes,4430.0,True,Credit Card,4.0,0.0,16.0,Low,1.0,100.0,28.0,38.0,Mobile,40,4.0,Neutral,3597.0,Cooper,643.0,France,Male,36.0,0.0,14815971.0,1.0,0.0,0.0,5583566.0,0.0
15674442.0,810.0,4.0,Yes,4430.0,False,Credit Card,3.0,20.0,11.0,Medium,3.0,50.0,6.0,44.0,Tablet,90,2.0,Positive,3635.0,Kung,681.0,France,Male,23.0,7.0,15776156.0,1.0,0.0,0.0,14775984.0,0.0
15757628.0,810.0,4.0,Yes,4430.0,True,PayPal,2.0,10.0,46.0,Medium,1.0,70.0,4.0,22.0,Mobile,50,3.0,Negative,3696.0,Savage,571.0,France,Male,40.0,10.0,11289686.0,1.0,1.0,1.0,12140253.0,0.0
15597394.0,810.0,4.0,Yes,4430.0,True,Credit Card,4.0,30.0,9.0,Low,1.0,460.0,0.0,24.0,Mobile,90,1.0,Positive,3806.0,Rhodes,668.0,Spain,Male,34.0,0.0,0.0,1.0,0.0,0.0,9998486.0,0.0
15605036.0,810.0,4.0,Yes,4430.0,False,Credit Card,5.0,40.0,3.0,Low,1.0,0.0,5.0,51.0,Mobile,60,1.0,Neutral,3876.0,Pisano,704.0,Spain,Female,37.0,9.0,15561958.0,1.0,1.0,1.0,13508858.0,0.0
15657529.0,810.0,4.0,Yes,4430.0,True,Credit Card,1.0,30.0,72.0,Low,1.0,380.0,14.0,39.0,Tablet,40,3.0,Negative,4288.0,Chin,714.0,Germany,Male,53.0,1.0,9914186.0,1.0,1.0,1.0,7249605.0,0.0
15781598.0,810.0,4.0,Yes,4430.0,False,PayPal,3.0,40.0,22.0,High,3.0,280.0,10.0,8.0,Mobile,70,5.0,Neutral,4410.0,Middleton,756.0,Germany,Male,41.0,6.0,14904992.0,1.0,0.0,1.0,5042236.0,0.0
15703106.0,810.0,4.0,Yes,4430.0,False,PayPal,1.0,10.0,29.0,High,1.0,320.0,12.0,45.0,Mobile,70,5.0,Neutral,5013.0,Kung,575.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,12248859.0,0.0
15632793.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,3.0,20.0,19.0,Medium,0.0,380.0,16.0,30.0,Desktop,30,4.0,Negative,5022.0,Wilkinson,638.0,France,Female,29.0,9.0,10341774.0,1.0,1.0,1.0,153364.0,0.0
15680517.0,810.0,4.0,Yes,4430.0,True,Bank Transfer,4.0,50.0,35.0,Medium,1.0,20.0,20.0,51.0,Mobile,50,3.0,Negative,5032.0,Sal,769.0,Germany,Female,34.0,7.0,13723917.0,1.0,1.0,1.0,7137992.0,0.0
15774104.0,810.0,4.0,Yes,4430.0,False,Credit Card,0.0,20.0,23.0,High,2.0,240.0,3.0,30.0,Mobile,60,4.0,Neutral,5366.0,Chukwualuka,539.0,Spain,Male,39.0,2.0,0.0,2.0,1.0,1.0,4818994.0,0.0
15566988.0,810.0,4.0,Yes,4430.0,False,PayPal,2.0,50.0,32.0,High,2.0,400.0,27.0,5.0,Tablet,20,4.0,Positive,5932.0,Iqbal,656.0,Germany,Female,46.0,7.0,14153552.0,1.0,1.0,0.0,5059515.0,0.0
15656921.0,810.0,4.0,Yes,4430.0,False,PayPal,1.0,10.0,57.0,High,2.0,170.0,24.0,47.0,Desktop,10,0.0,Neutral,6282.0,Locke,850.0,France,Male,31.0,4.0,0.0,2.0,0.0,0.0,15229828.0,0.0
15752846.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,5.0,40.0,14.0,High,3.0,440.0,7.0,27.0,Tablet,90,3.0,Negative,6495.0,Pinto,699.0,France,Male,28.0,7.0,0.0,2.0,1.0,1.0,2268478.0,0.0
15697360.0,810.0,4.0,Yes,4430.0,True,PayPal,0.0,50.0,24.0,High,2.0,380.0,16.0,30.0,Desktop,60,1.0,Negative,6601.0,Yudina,505.0,France,Female,36.0,2.0,799519.0,1.0,0.0,1.0,17412316.0,0.0
15717700.0,810.0,4.0,Yes,4430.0,False,PayPal,2.0,30.0,62.0,Medium,3.0,330.0,11.0,19.0,Mobile,40,5.0,Neutral,7373.0,McIntyre,683.0,Spain,Male,34.0,9.0,11460955.0,2.0,0.0,1.0,2533929.0,0.0
15710138.0,810.0,4.0,Yes,4430.0,False,Bank Transfer,2.0,20.0,53.0,Medium,2.0,480.0,22.0,35.0,Desktop,30,4.0,Negative,7606.0,Sun,718.0,Spain,Male,39.0,6.0,0.0,2.0,0.0,1.0,638891.0,0.0
15627517.0,810.0,4.0,Yes,4430.0,False,Credit Card,4.0,40.0,56.0,Low,1.0,360.0,7.0,36.0,Mobile,70,2.0,Negative,7981.0,Taylor,497.0,Spain,Male,27.0,7.0,14940027.0,1.0,0.0,0.0,16752219.0,0.0
15677796.0,810.0,4.0,Yes,4430.0,True,Credit Card,3.0,30.0,16.0,High,2.0,350.0,16.0,51.0,Tablet,70,5.0,Neutral,8235.0,Becher,766.0,Germany,Male,47.0,9.0,12928998.0,1.0,1.0,0.0,16993546.0,0.0
15566531.0,810.0,4.0,Yes,4430.0,True,Bank Transfer,4.0,30.0,1.0,Low,3.0,150.0,5.0,40.0,Mobile,100,5.0,Negative,9678.0,Iloerika,724.0,Germany,Male,33.0,4.0,8804688.0,1.0,0.0,1.0,18694249.0,0.0
15772421.0,810.0,4.0,Yes,4430.0,False,Credit Card,3.0,30.0,27.0,Medium,2.0,240.0,28.0,54.0,Mobile,20,0.0,Positive,9812.0,Tretiakov,645.0,Germany,Female,31.0,1.0,12892793.0,1.0,1.0,1.0,285001.0,0.0
15632446.0,810.0,4.0,Yes,4430.0,False,PayPal,1.0,30.0,49.0,High,3.0,50.0,11.0,24.0,Mobile,10,2.0,Positive,9867.0,Allan,667.0,France,Male,24.0,4.0,0.0,2.0,0.0,0.0,18032983.0,0.0
15782688.0,630.0,10.0,Yes,5053.0,False,Credit Card,5.0,50.0,35.0,Medium,1.0,200.0,2.0,43.0,Mobile,100,4.0,Positive,128.0,Piccio,625.0,Germany,Male,56.0,0.0,14850724.0,1.0,1.0,0.0,4682408.0,0.0
15754105.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,30.0,55.0,High,3.0,340.0,14.0,20.0,Tablet,40,4.0,Negative,148.0,Olisanugo,650.0,France,Male,37.0,5.0,10696718.0,1.0,0.0,0.0,2449503.0,0.0
15726032.0,630.0,10.0,Yes,5053.0,True,Bank Transfer,3.0,30.0,8.0,Medium,0.0,50.0,4.0,53.0,Mobile,100,4.0,Neutral,466.0,Enyinnaya,608.0,France,Male,33.0,9.0,8996869.0,1.0,1.0,0.0,6877726.0,0.0
15699005.0,630.0,10.0,Yes,5053.0,False,Credit Card,2.0,50.0,51.0,High,0.0,320.0,24.0,53.0,Desktop,30,2.0,Negative,492.0,Martin,710.0,France,Female,41.0,2.0,15606705.0,1.0,1.0,1.0,998388.0,0.0
15640442.0,630.0,10.0,Yes,5053.0,True,Credit Card,4.0,40.0,15.0,Low,3.0,470.0,10.0,42.0,Tablet,50,1.0,Positive,772.0,Standish,717.0,France,Male,31.0,4.0,12972257.0,1.0,0.0,0.0,411766.0,0.0
15731522.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,3.0,30.0,8.0,Medium,0.0,500.0,17.0,12.0,Desktop,40,4.0,Neutral,958.0,Tsui,771.0,Spain,Female,37.0,8.0,0.0,2.0,1.0,1.0,512198.0,0.0
15688963.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,2.0,0.0,16.0,Low,1.0,420.0,28.0,8.0,Tablet,60,1.0,Negative,1067.0,Ingram,731.0,France,Female,52.0,10.0,0.0,1.0,1.0,1.0,2499875.0,0.0
15694821.0,630.0,10.0,Yes,5053.0,True,Credit Card,1.0,30.0,53.0,Low,3.0,70.0,25.0,20.0,Desktop,90,2.0,Positive,1145.0,Hardy,765.0,Germany,Male,43.0,4.0,14896276.0,1.0,0.0,1.0,17387887.0,0.0
15625916.0,630.0,10.0,Yes,5053.0,False,Credit Card,1.0,40.0,56.0,Low,1.0,410.0,7.0,48.0,Desktop,10,5.0,Negative,1275.0,Chien,562.0,Spain,Male,32.0,6.0,16162866.0,1.0,1.0,0.0,914825.0,0.0
15679611.0,630.0,10.0,Yes,5053.0,False,Credit Card,4.0,30.0,32.0,Low,1.0,380.0,14.0,39.0,Tablet,100,4.0,Positive,1292.0,Andrews,734.0,Spain,Female,37.0,2.0,13040492.0,1.0,0.0,0.0,3454874.0,0.0
15695129.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,40.0,14.0,High,3.0,340.0,17.0,54.0,Mobile,20,0.0,Neutral,1605.0,Milanesi,718.0,France,Female,31.0,1.0,15266377.0,1.0,0.0,1.0,1712864.0,0.0
15698321.0,630.0,10.0,Yes,5053.0,False,PayPal,2.0,0.0,56.0,High,3.0,60.0,14.0,32.0,Tablet,00,5.0,Positive,1947.0,Yobanna,648.0,Germany,Male,34.0,3.0,9503973.0,2.0,1.0,1.0,14705587.0,0.0
15778934.0,630.0,10.0,Yes,5053.0,False,PayPal,5.0,20.0,47.0,Low,3.0,380.0,16.0,30.0,Desktop,90,3.0,Negative,2102.0,Napolitani,678.0,Spain,Female,49.0,8.0,0.0,2.0,0.0,1.0,9809069.0,0.0
15615991.0,630.0,10.0,Yes,5053.0,True,Credit Card,5.0,30.0,6.0,Medium,0.0,430.0,18.0,28.0,Mobile,40,3.0,Negative,2809.0,Udegbulam,654.0,France,Male,42.0,7.0,9926309.0,1.0,1.0,1.0,676079.0,0.0
15738672.0,630.0,10.0,Yes,5053.0,False,Credit Card,5.0,30.0,19.0,Medium,2.0,380.0,20.0,7.0,Mobile,30,5.0,Neutral,2815.0,Paterson,737.0,Germany,Female,40.0,2.0,1624858.0,2.0,1.0,0.0,14938132.0,0.0
15768244.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,20.0,55.0,Medium,2.0,470.0,13.0,9.0,Mobile,70,0.0,Negative,2818.0,Macleod,538.0,Spain,Female,30.0,8.0,0.0,2.0,1.0,1.0,4119295.0,0.0
15793890.0,630.0,10.0,Yes,5053.0,True,PayPal,3.0,50.0,31.0,Low,2.0,340.0,18.0,45.0,Tablet,30,2.0,Negative,3273.0,Harriman,728.0,France,Female,59.0,4.0,0.0,1.0,1.0,1.0,16336585.0,0.0
15629603.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,30.0,20.0,Low,0.0,350.0,26.0,21.0,Tablet,40,5.0,Neutral,3964.0,Chuang,607.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,431965.0,0.0
15591740.0,630.0,10.0,Yes,5053.0,False,PayPal,2.0,0.0,69.0,Medium,3.0,240.0,29.0,51.0,Desktop,00,3.0,Positive,4735.0,Fletcher,590.0,France,Female,54.0,4.0,0.0,2.0,1.0,1.0,9382049.0,0.0
15661548.0,630.0,10.0,Yes,5053.0,False,PayPal,4.0,40.0,70.0,High,1.0,340.0,8.0,46.0,Tablet,100,0.0,Positive,4933.0,Ferri,683.0,France,Female,29.0,0.0,15782912.0,1.0,0.0,0.0,12989166.0,0.0
15572728.0,630.0,10.0,Yes,5053.0,False,PayPal,0.0,50.0,59.0,Low,1.0,340.0,17.0,54.0,Mobile,40,4.0,Negative,5052.0,Ross,704.0,Spain,Male,36.0,8.0,12739734.0,1.0,1.0,0.0,15133524.0,0.0
15584271.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,0.0,68.0,Medium,3.0,90.0,3.0,24.0,Mobile,00,5.0,Negative,5248.0,Donaldson,633.0,France,Male,59.0,5.0,0.0,1.0,1.0,1.0,13727397.0,0.0
15589563.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,0.0,20.0,14.0,High,1.0,360.0,7.0,36.0,Mobile,50,4.0,Positive,5462.0,Purdy,531.0,Spain,Male,31.0,2.0,11889945.0,2.0,0.0,0.0,4140936.0,0.0
15784099.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,40.0,72.0,Low,3.0,400.0,17.0,43.0,Desktop,30,5.0,Neutral,6392.0,Clark,726.0,France,Female,38.0,5.0,12687562.0,1.0,1.0,0.0,12805229.0,0.0
15769516.0,630.0,10.0,Yes,5053.0,False,Credit Card,3.0,20.0,56.0,High,3.0,0.0,14.0,29.0,Desktop,50,1.0,Neutral,6416.0,Shcherbakov,674.0,France,Female,42.0,9.0,0.0,2.0,1.0,0.0,429272.0,0.0
15614962.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,2.0,30.0,30.0,Medium,0.0,60.0,20.0,44.0,Tablet,60,3.0,Neutral,6997.0,Pavlova,623.0,Spain,Female,50.0,2.0,8711671.0,1.0,1.0,1.0,10438211.0,0.0
15627699.0,630.0,10.0,Yes,5053.0,False,Credit Card,4.0,0.0,18.0,Medium,1.0,260.0,20.0,37.0,Desktop,00,1.0,Neutral,7158.0,Pirogova,558.0,France,Male,32.0,10.0,10500023.0,1.0,1.0,0.0,19001961.0,0.0
15771856.0,630.0,10.0,Yes,5053.0,True,PayPal,1.0,50.0,49.0,Medium,1.0,300.0,27.0,38.0,Mobile,90,3.0,Neutral,7319.0,Cremin,632.0,Spain,Female,32.0,1.0,0.0,2.0,1.0,0.0,1952565.0,0.0
15569595.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,0.0,30.0,3.0,Medium,1.0,150.0,3.0,37.0,Desktop,100,3.0,Negative,7596.0,Walker,678.0,France,Female,50.0,6.0,0.0,1.0,1.0,0.0,81995.0,0.0
15645815.0,630.0,10.0,Yes,5053.0,False,Credit Card,0.0,50.0,24.0,High,2.0,160.0,25.0,59.0,Desktop,60,0.0,Negative,8005.0,Mills,615.0,France,Male,45.0,5.0,0.0,2.0,1.0,1.0,16488664.0,0.0
15623858.0,630.0,10.0,Yes,5053.0,False,Credit Card,0.0,20.0,59.0,High,0.0,290.0,8.0,30.0,Mobile,60,3.0,Positive,8530.0,Charteris,603.0,France,Male,45.0,9.0,0.0,1.0,0.0,0.0,14851679.0,0.0
15727819.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,3.0,30.0,8.0,Medium,0.0,370.0,6.0,43.0,Desktop,80,0.0,Positive,8761.0,Hartley,677.0,Spain,Female,34.0,10.0,1716719.0,1.0,1.0,1.0,5077777.0,0.0
15723064.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,4.0,30.0,47.0,High,3.0,100.0,28.0,38.0,Mobile,30,1.0,Negative,8778.0,Kistler,603.0,Spain,Male,24.0,1.0,16514913.0,2.0,1.0,0.0,2185828.0,0.0
15630857.0,630.0,10.0,Yes,5053.0,True,PayPal,5.0,10.0,39.0,High,1.0,70.0,19.0,35.0,Mobile,90,1.0,Neutral,8855.0,Wu,674.0,Spain,Female,39.0,6.0,0.0,2.0,1.0,1.0,957483.0,0.0
15769246.0,630.0,10.0,Yes,5053.0,False,PayPal,1.0,30.0,28.0,High,1.0,380.0,16.0,30.0,Desktop,70,4.0,Positive,8863.0,Lo Duca,813.0,Germany,Male,59.0,2.0,13507841.0,1.0,1.0,0.0,18763606.0,0.0
15718780.0,630.0,10.0,Yes,5053.0,False,PayPal,1.0,30.0,11.0,Medium,0.0,90.0,3.0,27.0,Desktop,50,1.0,Negative,8973.0,Cox,650.0,Spain,Female,32.0,4.0,7945009.0,1.0,1.0,1.0,11832475.0,0.0
15667438.0,630.0,10.0,Yes,5053.0,False,Bank Transfer,3.0,40.0,45.0,High,0.0,400.0,1.0,50.0,Mobile,90,2.0,Negative,9266.0,Ferguson,675.0,France,Female,38.0,1.0,10401688.0,1.0,0.0,0.0,2206883.0,0.0
15659305.0,630.0,10.0,Yes,5053.0,True,PayPal,2.0,30.0,65.0,High,0.0,130.0,13.0,52.0,Mobile,10,0.0,Positive,9332.0,Webster,605.0,Germany,Male,19.0,8.0,16613328.0,1.0,1.0,1.0,10799499.0,0.0
15693926.0,630.0,10.0,Yes,5053.0,True,Bank Transfer,1.0,30.0,6.0,Medium,0.0,70.0,4.0,22.0,Mobile,100,5.0,Neutral,9354.0,Pan,670.0,Spain,Male,37.0,0.0,17874271.0,1.0,1.0,1.0,19449357.0,0.0
15704769.0,660.0,7.0,Yes,5115.0,False,Bank Transfer,3.0,0.0,12.0,Medium,0.0,10.0,15.0,47.0,Desktop,80,2.0,Negative,235.0,Smith,585.0,France,Female,37.0,5.0,11397897.0,2.0,0.0,1.0,9314611.0,0.0
15807923.0,660.0,7.0,Yes,5115.0,True,Bank Transfer,1.0,0.0,52.0,Low,1.0,100.0,26.0,58.0,Mobile,00,5.0,Negative,340.0,Young,716.0,Germany,Female,39.0,10.0,11530131.0,1.0,1.0,0.0,435274.0,0.0
15585067.0,660.0,7.0,Yes,5115.0,False,Bank Transfer,2.0,40.0,15.0,Low,3.0,350.0,19.0,35.0,Desktop,80,0.0,Positive,1652.0,Wilson,634.0,Spain,Male,31.0,9.0,10863248.0,1.0,1.0,1.0,17948596.0,0.0
15718893.0,660.0,7.0,Yes,5115.0,False,Credit Card,5.0,0.0,45.0,Low,0.0,320.0,12.0,45.0,Mobile,40,5.0,Neutral,2116.0,Pirozzi,404.0,Germany,Female,54.0,4.0,12545607.0,1.0,1.0,0.0,8371566.0,0.0
15713655.0,660.0,7.0,Yes,5115.0,True,PayPal,2.0,10.0,69.0,Medium,3.0,90.0,3.0,24.0,Mobile,50,2.0,Positive,2235.0,Calabrese,720.0,France,Female,38.0,10.0,0.0,2.0,1.0,1.0,5622972.0,0.0
15699550.0,660.0,7.0,Yes,5115.0,True,Credit Card,4.0,10.0,30.0,High,2.0,120.0,1.0,30.0,Desktop,30,3.0,Negative,2812.0,Babbage,695.0,Spain,Female,34.0,9.0,0.0,2.0,1.0,1.0,6750212.0,0.0
